,Min,Max
ASPAMINOTRANS_RXN_m_Open,1000.0,-1000.0
ASPAMINOTRANS_RXN_p_Close,-1.2801137927453965e-10,0.0
ASPAMINOTRANS_RXN_p_Day,0.0,0.0
ASPAMINOTRANS_RXN_p_Night,0.0,0.0
ASPAMINOTRANS_RXN_p_Open,0.0,0.0
ASPAMINOTRANS_RXN_x_Close,1000.000000000001,-1000.0000000000014
ASPAMINOTRANS_RXN_x_Day,999.483029588062,-999.4830295880537
ASPAMINOTRANS_RXN_x_Night,1000.0,-999.999999999997
ASPAMINOTRANS_RXN_x_Open,999.9768635942539,-999.9768635942708
ASPARAGINE_TRNA_LIGASE_RXN_c_Close,0.0,0.0
ASPARAGINE_TRNA_LIGASE_RXN_c_Day,0.0,0.0
ASPARAGINE_TRNA_LIGASE_RXN_c_Night,0.0,0.0
ASPARAGINE_TRNA_LIGASE_RXN_c_Open,0.0,0.0
ASPARTATEKIN_RXN_p_Close,0.0,0.0
ASPARTATEKIN_RXN_p_Day,0.0,0.0
ASPARTATEKIN_RXN_p_Night,0.0,0.0
ASPARTATEKIN_RXN_p_Open,0.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_Close,0.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_Day,0.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_Night,0.0,0.0
ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p_Open,0.0,0.0
ASPARTATE_TRNA_LIGASE_RXN_c_Close,0.0,0.0
ASPARTATE_TRNA_LIGASE_RXN_c_Day,0.0,0.0
ASPARTATE_TRNA_LIGASE_RXN_c_Night,0.0,0.0
ASPARTATE_TRNA_LIGASE_RXN_c_Open,0.0,0.0
ATPPHOSPHORIBOSYLTRANS_RXN_p_Close,0.0,0.0
ATPPHOSPHORIBOSYLTRANS_RXN_p_Day,0.0,0.0
ATPPHOSPHORIBOSYLTRANS_RXN_p_Night,0.0,0.0
ATPPHOSPHORIBOSYLTRANS_RXN_p_Open,0.0,0.0
ATP_ADP_Pi_pc_Close,999.8043157545852,-1000.0
ATP_ADP_Pi_pc_Day,1000.0,-972.6507434248291
ATP_ADP_Pi_pc_Night,1000.0,-998.3362775329485
ATP_ADP_Pi_pc_Open,1000.0,-997.287938089045
ATP_ADP_mc_Close,1000.0,-1000.0
ATP_ADP_mc_Day,1000.0,-1000.0
ATP_ADP_mc_Night,1000.0,-1000.0
ATP_ADP_mc_Open,1000.0,-1000.0
ATP_AMP_mc_Close,502.60596829209146,-497.3940317078993
ATP_AMP_mc_Day,509.92410171206564,-490.33438349389274
ATP_AMP_mc_Night,513.9903934729551,-486.00960652706175
ATP_AMP_mc_Open,501.47127363568234,-498.5402945672276
ATP_CITRATE_PRO_S_LYASE_RXN_c_Close,0.0,0.0
ATP_CITRATE_PRO_S_LYASE_RXN_c_Day,0.0,0.0
ATP_CITRATE_PRO_S_LYASE_RXN_c_Night,0.0,0.0
ATP_CITRATE_PRO_S_LYASE_RXN_c_Open,0.0,0.0
ATP_pc_Close,499.9999999999999,-499.9999999999981
ATP_pc_Day,499.9999999999999,-500.00000000000074
ATP_pc_Night,500.0000000000015,-499.9999999999982
ATP_pc_Open,499.9999999999999,-500.0000000000013
ATPase_tx_Close,2.866827556863427,2.866827556863427
ATPase_tx_Day,31.5351031254977,31.5351031254977
ATPase_tx_Night,31.5351031254977,31.5351031254977
ATPase_tx_Open,2.866827556863427,2.866827556863427
BRANCHED_CHAINAMINOTRANSFERILEU_RXN_p_Close,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERILEU_RXN_p_Day,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERILEU_RXN_p_Night,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERILEU_RXN_p_Open,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERLEU_RXN_p_Close,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERLEU_RXN_p_Day,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERLEU_RXN_p_Night,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERLEU_RXN_p_Open,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERVAL_RXN_p_Close,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERVAL_RXN_p_Day,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERVAL_RXN_p_Night,0.0,0.0
BRANCHED_CHAINAMINOTRANSFERVAL_RXN_p_Open,0.0,0.0
Biomass_tx_Close,0.0,0.0
Biomass_tx_Day,0.0,0.0
Biomass_tx_Night,0.0,0.0
Biomass_tx_Open,0.0,0.0
CA2_rev_vc_Close,0.0,0.0
CA2_rev_vc_Day,0.0,0.0
CA2_rev_vc_Night,0.0,0.0
CA2_rev_vc_Open,0.0,0.0
CARBAMATE_KINASE_RXN_p_Close,0.0,0.0
CARBAMATE_KINASE_RXN_p_Day,0.0,-1.1415068001951891e-10
CARBAMATE_KINASE_RXN_p_Night,0.0,0.0
CARBAMATE_KINASE_RXN_p_Open,0.0,1.779335434548582e-10
CARBOXYCYCLOHEXADIENYL_DEHYDRATASE_RXN_p_Close,0.0,0.0
CARBOXYCYCLOHEXADIENYL_DEHYDRATASE_RXN_p_Day,0.0,0.0
CARBOXYCYCLOHEXADIENYL_DEHYDRATASE_RXN_p_Night,0.0,0.0
CARBOXYCYCLOHEXADIENYL_DEHYDRATASE_RXN_p_Open,0.0,0.0
CATAL_RXN_x_Close,0.0,0.0
CATAL_RXN_x_Day,0.5169704119441876,0.5169704119442212
CATAL_RXN_x_Night,0.0,0.0
CATAL_RXN_x_Open,0.023136405736471088,0.02313640573579772
CELLULOSE_SYNTHASE_GDP_FORMING_RXN_c_Close,0.0,0.0
CELLULOSE_SYNTHASE_GDP_FORMING_RXN_c_Day,0.0,0.0
CELLULOSE_SYNTHASE_GDP_FORMING_RXN_c_Night,0.0,0.0
CELLULOSE_SYNTHASE_GDP_FORMING_RXN_c_Open,0.0,0.0
CELLULOSE_SYNTHASE_UDP_FORMING_RXN_c_Close,0.0,0.0
CELLULOSE_SYNTHASE_UDP_FORMING_RXN_c_Day,0.0,0.0
CELLULOSE_SYNTHASE_UDP_FORMING_RXN_c_Night,0.0,0.0
CELLULOSE_SYNTHASE_UDP_FORMING_RXN_c_Open,0.0,0.0
CHORISMATEMUT_RXN_p_Close,0.0,0.0
CHORISMATEMUT_RXN_p_Day,0.0,0.0
CHORISMATEMUT_RXN_p_Night,0.0,0.0
CHORISMATEMUT_RXN_p_Open,0.0,0.0
CHORISMATE_SYNTHASE_RXN_p_Close,0.0,0.0
CHORISMATE_SYNTHASE_RXN_p_Day,0.0,0.0
CHORISMATE_SYNTHASE_RXN_p_Night,0.0,0.0
CHORISMATE_SYNTHASE_RXN_p_Open,0.0,0.0
CITSYN_RXN_m_Close,0.35215787730976444,0.352157877311015
CITSYN_RXN_m_Day,0.0,0.0
CITSYN_RXN_m_Night,1.8905937125682382,1.8905937125704062
CITSYN_RXN_m_Open,0.0,0.0
CITSYN_RXN_x_Close,0.0,0.0
CITSYN_RXN_x_Day,0.0,0.0
CITSYN_RXN_x_Night,0.0,0.0
CITSYN_RXN_x_Open,0.0,0.0
CIT_ACONITATE_mc_Close,1000.0,-1000.0
CIT_ACONITATE_mc_Day,1000.0,-1000.0
CIT_ACONITATE_mc_Night,1000.0,-1000.0
CIT_ACONITATE_mc_Open,1000.0,-1000.0
CIT_ISOCITRATE_mc_Close,1000.0,-1000.0
CIT_ISOCITRATE_mc_Day,1000.0,-1000.0
CIT_ISOCITRATE_mc_Night,1000.0,-1000.0
CIT_ISOCITRATE_mc_Open,1000.0,-1000.0
CIT_PROTON_rev_vc_Close,0.0,0.0
CIT_PROTON_rev_vc_Day,1.2339921035000763,0.0
CIT_PROTON_rev_vc_Night,0.0,0.0
CIT_PROTON_rev_vc_Open,0.0,0.0
CIT_PROTON_vc_Close,0.0,0.0
CIT_PROTON_vc_Day,0.8226614023254225,0.0
CIT_PROTON_vc_Night,0.0,0.0
CIT_PROTON_vc_Open,0.0,0.0
CIT_xc_Close,0.0,0.0
CIT_xc_Day,0.0,0.0
CIT_xc_Night,0.0,0.0
CIT_xc_Open,0.0,0.0
CO2_ec_Close,-1.3581992860854701,-1.3581992860945962
CO2_ec_Day,2.5848520597222326,2.584852059723033
CO2_ec_Night,-9.982334802316975,-9.982334802318219
CO2_ec_Open,0.11568202867997077,0.11568202867408
CO2_mc_Close,1.0228521498578407,1.0228521498222105
CO2_mc_Day,4.020870759395593,4.020870759125444
CO2_mc_Night,7.285087771063785,7.285087772442239
CO2_mc_Open,0.34167280094165225,0.3416728009486624
CO2_pc_Close,0.15926819748955623,0.15926819763623346
CO2_pc_Day,-3.1018224716900344,-3.1018224716669076
CO2_pc_Night,1.7519501739587056,1.7519501736387457
CO2_pc_Open,-0.138818434383477,-0.13881843441504718
CO2_tx_Close,-1.3581992860815517,-1.358199286093485
CO2_tx_Day,2.5848520597216496,2.5848520597206814
CO2_tx_Night,-9.9823348023158,-9.982334802346282
CO2_tx_Open,0.11568202860546775,0.11568202867801655
CONIFERIN_BETA_GLUCOSIDASE_RXN_c_Close,0.0,0.0
CONIFERIN_BETA_GLUCOSIDASE_RXN_c_Day,0.0,0.0
CONIFERIN_BETA_GLUCOSIDASE_RXN_c_Night,-4.0005209269557713e-10,0.0
CONIFERIN_BETA_GLUCOSIDASE_RXN_c_Open,0.0,0.0
CYSPH_RXN_p_Close,0.0,0.0
CYSPH_RXN_p_Day,0.0,0.0
CYSPH_RXN_p_Night,0.0,0.0
CYSPH_RXN_p_Open,0.0,0.0
CYSTAGLY_RXN_p_Close,0.0,0.0
CYSTAGLY_RXN_p_Day,0.0,0.0
CYSTAGLY_RXN_p_Night,0.0,0.0
CYSTAGLY_RXN_p_Open,0.0,0.0
CYSTATHIONINE_BETA_LYASE_RXN_p_Close,0.0,0.0
CYSTATHIONINE_BETA_LYASE_RXN_p_Day,0.0,0.0
CYSTATHIONINE_BETA_LYASE_RXN_p_Night,0.0,0.0
CYSTATHIONINE_BETA_LYASE_RXN_p_Open,0.0,0.0
CYS_PROTON_rev_vc_Close,0.0,0.0
CYS_PROTON_rev_vc_Day,1.2339921036632124,0.0
CYS_PROTON_rev_vc_Night,-3.345304588897591e-10,0.0
CYS_PROTON_rev_vc_Open,0.0,0.0
CYS_PROTON_vc_Close,0.0,0.0
CYS_PROTON_vc_Day,1.233992103507801,0.0
CYS_PROTON_vc_Night,0.0,0.0
CYS_PROTON_vc_Open,0.0,0.0
CYTOCHROME_C_OXIDASE_RXN_mc_Close,0.8803946932764064,0.0
CYTOCHROME_C_OXIDASE_RXN_mc_Day,3.282185383423703,0.0
CYTOCHROME_C_OXIDASE_RXN_mc_Night,4.726484281398604,0.0
CYTOCHROME_C_OXIDASE_RXN_mc_Open,0.48926772492491427,0.0
CYTOCHROME_C_OXIDASE_RXN_mi_Close,0.8803946932772382,0.0
CYTOCHROME_C_OXIDASE_RXN_mi_Day,3.2821853834239625,0.0
CYTOCHROME_C_OXIDASE_RXN_mi_Night,4.726484281399751,0.0
CYTOCHROME_C_OXIDASE_RXN_mi_Open,0.48926772493297127,0.0
Ca_biomass_Close,0.0,0.0
Ca_biomass_Day,0.0,0.0
Ca_biomass_Night,0.0,0.0
Ca_biomass_Open,0.0,0.0
Ca_ec_Close,0.0,0.0
Ca_ec_Day,0.0,0.0
Ca_ec_Night,0.0,0.0
Ca_ec_Open,0.0,0.0
Ca_tx_Close,0.0,0.0
Ca_tx_Day,0.0,0.0
Ca_tx_Night,0.0,0.0
Ca_tx_Open,0.0,0.0
Cellulose_biomass_Close,0.0,0.0
Cellulose_biomass_Day,0.0,0.0
Cellulose_biomass_Night,0.0,0.0
Cellulose_biomass_Open,0.0,0.0
Cl_CloseNight_storage,0.0,0.0
Cl_DayClose_storage,0.0,0.0
Cl_NightOpen_storage,0.0,0.0
Cl_OpenDay_storage,0.5,0.5
Cl_ec_Close,0.0,0.0
Cl_ec_Day,0.0,0.0
Cl_ec_Night,0.0,0.0
Cl_ec_Open,0.500000000004592,0.5
Cl_rev_ec_Close,0.0,0.0
Cl_rev_ec_Day,0.5000000000028924,0.5
Cl_rev_ec_Night,0.0,0.0
Cl_rev_ec_Open,0.0,0.0
Cl_rev_vc_Close,0.0,0.0
Cl_rev_vc_Day,2.467984207002298,0.0
Cl_rev_vc_Night,0.0,0.0
Cl_rev_vc_Open,0.2500000000150628,0.25
Cl_tx_Close,0.0,0.0
Cl_tx_Day,-0.5,-0.5
Cl_tx_Night,0.0,0.0
Cl_tx_Open,0.500000000004592,0.5
Cl_vc_Close,0.0,0.0
Cl_vc_Day,5.435968414004596,0.5
Cl_vc_Night,0.0,0.0
Cl_vc_Open,0.0,0.0
DAHPSYN_RXN_p_Close,0.0,0.0
DAHPSYN_RXN_p_Day,0.0,0.0
DAHPSYN_RXN_p_Night,0.0,0.0
DAHPSYN_RXN_p_Open,0.0,0.0
DHAP_3PGA_pc_Close,1000.0,-1000.0
DHAP_3PGA_pc_Day,1000.0,-1000.0
DHAP_3PGA_pc_Night,1000.0,-1000.0
DHAP_3PGA_pc_Open,1000.0,-1000.0
DHAP_Pi_pc_Close,1000.0,-1000.0
DHAP_Pi_pc_Day,1000.0,-1000.0
DHAP_Pi_pc_Night,1000.0,-1000.0
DHAP_Pi_pc_Open,1000.0,-1000.0
DIAMINOPIMDECARB_RXN_p_Close,0.0,0.0
DIAMINOPIMDECARB_RXN_p_Day,0.0,0.0
DIAMINOPIMDECARB_RXN_p_Night,0.0,0.0
DIAMINOPIMDECARB_RXN_p_Open,0.0,0.0
DIAMINOPIMEPIM_RXN_p_Close,0.0,0.0
DIAMINOPIMEPIM_RXN_p_Day,0.0,0.0
DIAMINOPIMEPIM_RXN_p_Night,0.0,0.0
DIAMINOPIMEPIM_RXN_p_Open,0.0,0.0
DIHYDRODIPICSYN_RXN_p_Close,0.0,0.0
DIHYDRODIPICSYN_RXN_p_Day,0.0,0.0
DIHYDRODIPICSYN_RXN_p_Night,0.0,0.0
DIHYDRODIPICSYN_RXN_p_Open,0.0,0.0
DIHYDROPICRED_RXN_NADP_p_Close,0.0,0.0
DIHYDROPICRED_RXN_NADP_p_Day,0.0,0.0
DIHYDROPICRED_RXN_NADP_p_Night,0.0,0.0
DIHYDROPICRED_RXN_NADP_p_Open,0.0,0.0
DIHYDROPICRED_RXN_NAD_p_Close,0.0,0.0
DIHYDROPICRED_RXN_NAD_p_Day,0.0,0.0
DIHYDROPICRED_RXN_NAD_p_Night,0.0,0.0
DIHYDROPICRED_RXN_NAD_p_Open,0.0,0.0
DIHYDROXYISOVALDEHYDRAT_RXN_p_Close,0.0,0.0
DIHYDROXYISOVALDEHYDRAT_RXN_p_Day,0.0,0.0
DIHYDROXYISOVALDEHYDRAT_RXN_p_Night,0.0,0.0
DIHYDROXYISOVALDEHYDRAT_RXN_p_Open,0.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_Close,0.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_Day,0.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_Night,0.0,0.0
DIHYDROXYMETVALDEHYDRAT_RXN_p_Open,0.0,0.0
F16ALDOLASE_RXN_c_Close,0.12579132963496087,-0.8999999999939502
F16ALDOLASE_RXN_c_Day,-0.7200000001533928,-3.187984206955946
F16ALDOLASE_RXN_c_Night,0.22687124568182365,0.0
F16ALDOLASE_RXN_c_Open,-0.14267450197242032,-0.1426745020392746
F16ALDOLASE_RXN_p_Close,1.0257913296134114,0.0
F16ALDOLASE_RXN_p_Day,0.0,-2.4679842069823956
F16ALDOLASE_RXN_p_Night,0.22687124564724234,0.0
F16ALDOLASE_RXN_p_Open,0.0,-1.0195273197105647e-10
F16BDEPHOS_RXN_c_Close,0.0,0.0
F16BDEPHOS_RXN_c_Day,2.467984206999631,0.0
F16BDEPHOS_RXN_c_Night,0.0,0.0
F16BDEPHOS_RXN_c_Open,0.0,0.0
F16BDEPHOS_RXN_p_Close,0.0,0.0
F16BDEPHOS_RXN_p_Day,2.467984207030439,0.0
F16BDEPHOS_RXN_p_Night,0.0,0.0
F16BDEPHOS_RXN_p_Open,0.0,0.0
FERREDOXIN_NITRITE_REDUCTASE_RXN_p_Close,0.0,0.0
FERREDOXIN_NITRITE_REDUCTASE_RXN_p_Day,0.0,0.0
FERREDOXIN_NITRITE_REDUCTASE_RXN_p_Night,0.0,0.0
FERREDOXIN_NITRITE_REDUCTASE_RXN_p_Open,0.0,0.0
FERRIC_CHELATE_REDUCTASE_RXN_c_Close,0.0,0.0
FERRIC_CHELATE_REDUCTASE_RXN_c_Day,0.0,0.0
FERRIC_CHELATE_REDUCTASE_RXN_c_Night,0.0,0.0
FERRIC_CHELATE_REDUCTASE_RXN_c_Open,0.0,0.0
FORMATETHFLIG_RXN_p_Close,0.0,0.0
FORMATETHFLIG_RXN_p_Day,0.0,0.0
FORMATETHFLIG_RXN_p_Night,0.0,0.0
FORMATETHFLIG_RXN_p_Open,0.0,0.0
FORMATE_mc_Close,0.0,-1.5074874681886286e-10
FORMATE_mc_Day,0.0,0.0
FORMATE_mc_Night,0.0,-3.3878677641038733e-10
FORMATE_mc_Open,0.0,0.0
FORMATE_pc_Close,0.0,0.0
FORMATE_pc_Day,0.0,0.0
FORMATE_pc_Night,0.0,0.0
FORMATE_pc_Open,0.0,0.0
FORMYLTHFDEFORMYL_RXN_p_Close,0.0,0.0
FORMYLTHFDEFORMYL_RXN_p_Day,0.0,0.0
FORMYLTHFDEFORMYL_RXN_p_Night,0.0,0.0
FORMYLTHFDEFORMYL_RXN_p_Open,0.0,0.0
FRUCTOKINASE_RXN_c_Close,0.9000000000025085,0.9
FRUCTOKINASE_RXN_c_Day,0.0,0.0
FRUCTOKINASE_RXN_c_Night,0.0,0.0
FRUCTOKINASE_RXN_c_Open,0.0,0.0
FRU_PROTON_rev_vc_Close,0.0,0.0
FRU_PROTON_rev_vc_Day,2.4679842069684175,0.0
FRU_PROTON_rev_vc_Night,-5.314863905969862e-10,0.0
FRU_PROTON_rev_vc_Open,0.0,0.0
FRU_vc_Close,0.0,0.0
FRU_vc_Day,2.4679842070273534,0.0
FRU_vc_Night,0.0,0.0
FRU_vc_Open,0.0,0.0
FUMHYDR_RXN_c_Close,1000.0,-999.6478421226216
FUMHYDR_RXN_c_Day,1000.0,-1000.0000000000001
FUMHYDR_RXN_c_Night,1000.0,-998.1094062874413
FUMHYDR_RXN_c_Open,1000.0,-1000.0
FUMHYDR_RXN_m_Close,1000.0,-999.6478421227216
FUMHYDR_RXN_m_Day,999.9999999999975,-1000.0
FUMHYDR_RXN_m_Night,1000.0,-998.1094062874495
FUMHYDR_RXN_m_Open,1000.0,-1000.0
FUM_PROTON_vc_Close,0.0,0.0
FUM_PROTON_vc_Day,0.0,0.0
FUM_PROTON_vc_Night,0.0,0.0
FUM_PROTON_vc_Open,0.0,0.0
FUM_pc_Close,0.0,0.0
FUM_pc_Day,0.0,0.0
FUM_pc_Night,0.0,0.0
FUM_pc_Open,0.0,0.0
FattyAcid_biomass_Close,0.0,0.0
FattyAcid_biomass_Day,0.0,0.0
FattyAcid_biomass_Night,0.0,0.0
FattyAcid_biomass_Open,0.0,0.0
Ferredoxin_Plastoquinone_Reductase_p_Close,0.0,0.0
Ferredoxin_Plastoquinone_Reductase_p_Day,0.0,0.0
Ferredoxin_Plastoquinone_Reductase_p_Night,0.0,0.0
Ferredoxin_Plastoquinone_Reductase_p_Open,0.0,0.0
G6P_Pi_pc_Close,-1.5317512138334854,-2.557542543682855
G6P_Pi_pc_Day,-0.36000000000012133,-2.8279842070199717
G6P_Pi_pc_Night,2.785474736505111,2.558603490251312
G6P_Pi_pc_Open,-0.1426745019645644,-0.1426745019496512
GABATRANSAM_RXN_m_Close,0.0,0.0
GABATRANSAM_RXN_m_Day,0.0,0.0
GABATRANSAM_RXN_m_Night,0.0,0.0
GABATRANSAM_RXN_m_Open,0.0,0.0
GAPOXNPHOSPHN_RXN_c_Close,1000.0,-999.6478421227116
GAPOXNPHOSPHN_RXN_c_Day,992.2454438208355,-987.4131002986263
GAPOXNPHOSPHN_RXN_c_Night,1000.0,-998.1094062874392
GAPOXNPHOSPHN_RXN_c_Open,999.652953913975,-998.2720569654002
GAPOXNPHOSPHN_RXN_p_Close,999.9999999998965,-999.6478421226899
GAPOXNPHOSPHN_RXN_p_Day,994.4944414776153,-999.9999999999994
GAPOXNPHOSPHN_RXN_p_Night,1000.0000000004227,-998.1094062874428
GAPOXNPHOSPHN_RXN_p_Open,999.2737288210476,-1000.0
GAP_3PGA_pc_Close,1000.0,-1000.0
GAP_3PGA_pc_Day,1000.0,-1000.0
GAP_3PGA_pc_Night,1000.0,-1000.0
GAP_3PGA_pc_Open,1000.0,-1000.0
GAP_Pi_pc_Close,1000.0,-1000.0
GAP_Pi_pc_Day,1000.0,-1000.0
GAP_Pi_pc_Night,1000.0,-1000.0
GAP_Pi_pc_Open,1000.0,-1000.0
GCVMULTI_RXN_m_Close,0.0,0.0
GCVMULTI_RXN_m_Day,0.5169704119612106,0.516970411944527
GCVMULTI_RXN_m_Night,0.0,0.0
GCVMULTI_RXN_m_Open,0.023136405735538178,0.023136405734643234
GDPKIN_RXN_c_Close,1.02579132900132,0.0
GDPKIN_RXN_c_Day,0.0,0.0
GDPKIN_RXN_c_Night,0.22687124554120425,0.0
GDPKIN_RXN_c_Open,0.0,0.0
GDPKIN_RXN_m_Close,0.0,-0.3521578773106334
GDPKIN_RXN_m_Day,0.0,0.0
GDPKIN_RXN_m_Night,0.0,-1.8905937125601726
GDPKIN_RXN_m_Open,0.0,0.0
GDPKIN_RXN_p_Close,0.0,0.0
GDPKIN_RXN_p_Day,0.0,0.0
GDPKIN_RXN_p_Night,0.0,0.0
GDPKIN_RXN_p_Open,0.0,0.0
GLC_PROTON_rev_vc_Close,0.0,0.0
GLC_PROTON_rev_vc_Day,2.4679842070260936,0.0
GLC_PROTON_rev_vc_Night,1.399409011117586e-10,0.0
GLC_PROTON_rev_vc_Open,0.0,0.0
GLC_ec_Close,0.0,0.0
GLC_ec_Day,0.0,0.0
GLC_ec_Night,0.0,0.0
GLC_ec_Open,0.0,0.0
GLC_pc_Close,0.0,0.0
GLC_pc_Day,0.0,0.0
GLC_pc_Night,-1.1494891413107324e-10,0.0
GLC_pc_Open,0.0,0.0
GLC_tx_Close,0.0,0.0
GLC_tx_Day,0.0,0.0
GLC_tx_Night,0.0,0.0
GLC_tx_Open,0.0,0.0
GLC_vc_Close,0.0,0.0
GLC_vc_Day,2.467984206994174,0.0
GLC_vc_Night,0.0,0.0
GLC_vc_Open,0.0,0.0
GLN_GLU_mc_Close,0.0,0.0
GLN_GLU_mc_Day,0.5169704118332373,0.0
GLN_GLU_mc_Night,2.4687883873976974e-10,0.0
GLN_GLU_mc_Open,0.023136405779679833,0.0
GLN_GLU_pc_Close,0.0,0.0
GLN_GLU_pc_Day,0.0,-0.5169704119801845
GLN_GLU_pc_Night,0.0,1.1521131329805439e-09
GLN_GLU_pc_Open,0.0,-0.023136405782361827
GLN_PROTON_rev_vc_Close,0.0,0.0
GLN_PROTON_rev_vc_Day,1.23399210347767,0.0
GLN_PROTON_rev_vc_Night,0.0,0.0
GLN_PROTON_rev_vc_Open,0.0,0.0
GLN_PROTON_vc_Close,0.0,0.0
GLN_PROTON_vc_Day,1.233992103564181,0.0
GLN_PROTON_vc_Night,0.0,0.0
GLN_PROTON_vc_Open,0.0,0.0
GLT_MAL_pc_Close,0.0,0.0
GLT_MAL_pc_Day,0.5169704119745785,0.5169704118703748
GLT_MAL_pc_Night,0.0,0.0
GLT_MAL_pc_Open,0.023136405753594404,0.023136405721967613
GLT_PROTON_rev_vc_Close,0.0,0.0
GLT_PROTON_rev_vc_Day,1.2339921035041987,0.0
GLT_PROTON_rev_vc_Night,-1.1214615448474348e-10,0.0
GLT_PROTON_rev_vc_Open,0.0,0.0
GLT_PROTON_vc_Close,0.0,0.0
GLT_PROTON_vc_Day,1.2339921035076404,0.0
GLT_PROTON_vc_Night,0.0,0.0
GLT_PROTON_vc_Open,0.0,0.0
GLT_xc_Close,999.9999999999993,-999.9999999998195
GLT_xc_Day,998.9660591761348,-1000.0
GLT_xc_Night,999.9999999999994,-1000.0000000000036
GLT_xc_Open,999.9537271885365,-999.9999999999992
GLU6PDEHYDROG_RXN_c_Close,0.14245745674175533,0.14245745655337208
GLU6PDEHYDROG_RXN_c_Day,0.0,0.0
GLU6PDEHYDROG_RXN_c_Night,2.5586034910502944,2.5586034911088995
GLU6PDEHYDROG_RXN_c_Open,0.0,0.0
GLU6PDEHYDROG_RXN_p_Close,0.1592681966397349,0.15926819749489596
GLU6PDEHYDROG_RXN_p_Day,0.0,0.0
GLU6PDEHYDROG_RXN_p_Night,1.7519501736656276,1.7519501736335672
GLU6PDEHYDROG_RXN_p_Open,0.0,0.0
GLUC1PADENYLTRANS_RXN_p_Close,1.5736334522742275,1.5736334523182527
GLUC1PADENYLTRANS_RXN_p_Day,0.07080867655211431,0.07080867662043468
GLUC1PADENYLTRANS_RXN_p_Night,0.0,0.0
GLUC1PADENYLTRANS_RXN_p_Open,0.019280338119816276,0.019280338103044414
GLUC1PURIDYLTRANS_RXN_c_Close,-0.899999999993438,-0.9
GLUC1PURIDYLTRANS_RXN_c_Day,0.17999999999140584,0.18000000000000005
GLUC1PURIDYLTRANS_RXN_c_Night,1.9085655955943935e-10,0.0
GLUC1PURIDYLTRANS_RXN_c_Open,0.0,0.0
GLUCOKIN_RXN_c_Close,0.0,0.0
GLUCOKIN_RXN_c_Day,0.0,0.0
GLUCOKIN_RXN_c_Night,5.495622249481048e-10,0.0
GLUCOKIN_RXN_c_Open,0.0,0.0
GLUCOKIN_RXN_p_Close,0.0,0.0
GLUCOKIN_RXN_p_Day,0.0,0.0
GLUCOKIN_RXN_p_Night,1.9085655955943387e-10,0.0
GLUCOKIN_RXN_p_Open,0.0,0.0
GLUCURONOKINASE_RXN_c_Close,0.0,0.0
GLUCURONOKINASE_RXN_c_Day,0.0,0.0
GLUCURONOKINASE_RXN_c_Night,0.0,0.0
GLUCURONOKINASE_RXN_c_Open,0.0,0.0
GLURS_RXN_c_Close,0.0,0.0
GLURS_RXN_c_Day,0.0,0.0
GLURS_RXN_c_Night,0.0,0.0
GLURS_RXN_c_Open,0.0,0.0
GLUTAMATE_DEHYDROGENASE_RXN_m_Close,0.0,0.0
GLUTAMATE_DEHYDROGENASE_RXN_m_Day,0.0,0.0
GLUTAMATE_DEHYDROGENASE_RXN_m_Night,0.0,0.0
GLUTAMATE_DEHYDROGENASE_RXN_m_Open,0.0,0.0
GLUTAMATE_N_ACETYLTRANSFERASE_RXN_p_Close,0.0,0.0
GLUTAMATE_N_ACETYLTRANSFERASE_RXN_p_Day,-2.034615439091171e-10,0.0
GLUTAMATE_N_ACETYLTRANSFERASE_RXN_p_Night,1.1988782822772176e-10,0.0
GLUTAMATE_N_ACETYLTRANSFERASE_RXN_p_Open,0.0,0.0
GLUTAMATE_SYNTHASE_FERREDOXIN_RXN_p_Close,0.0,0.0
GLUTAMATE_SYNTHASE_FERREDOXIN_RXN_p_Day,0.5169704119746744,0.0
GLUTAMATE_SYNTHASE_FERREDOXIN_RXN_p_Night,0.0,0.0
GLUTAMATE_SYNTHASE_FERREDOXIN_RXN_p_Open,0.02313640573568312,0.0
GLUTAMATE_SYNTHASE_NADH_RXN_p_Close,0.0,0.0
GLUTAMATE_SYNTHASE_NADH_RXN_p_Day,0.5169704111750779,0.0
GLUTAMATE_SYNTHASE_NADH_RXN_p_Night,0.0,0.0
